Steps,    Chain,           Chi,             Rama,            Water,          Helix,           AMH-Go,       Frag_Mem,          Membrane,          VTotal,      Ebond,     Epair,     Rg
1392000, 120.397634723002, 30.9542541171607, -348.985194594951, 0, 0, -492.400124439865, 0, -37.0355635821684, -727.068993776822, 176.499072252548, 16.9542384960672, 10.822617123091
1416000, 126.297190736917, 31.1904119267074, -343.451315136009, 0, 0, -476.359690868988, 0, -35.4973777660336, -697.820781107406, 195.226168881096, 15.9983326173081, 10.3742521984457
1440000, 135.522913240369, 34.4563719036166, -340.362938508925, 0, 0, -477.79244268672, 0, -33.3237883107693, -681.499884362429, 203.611391367128, 20.9945317951117, 11.14675561766
1464000, 133.793389339838, 35.6748466036958, -330.855876401044, 0, 0, -481.413178040908, 0, -36.0278169872438, -678.828635485662, 213.726918966924, 19.5796013089502, 10.5441628243733
1488000, 138.56872868276, 43.1551644340644, -343.312614588672, 0, 0, -459.808513763662, 0, -39.3614057601544, -660.758640995664, 205.685640741809, 12.8529448160237, 9.21670485943437
1512000, 158.083506077055, 53.4954640130626, -336.926427792039, 0, 0, -458.960555300636, 0, -34.0509672441786, -618.358980246736, 242.751030041687, 9.8740844557047, 9.69234548937334
1536000, 150.035105354643, 49.819360782464, -334.115366021733, 0, 0, -456.676839625119, 0, -38.2688097961848, -629.20654930593, 272.011605779521, 21.5011010529858, 11.439818466122
1560000, 138.094592639755, 54.0540034156639, -327.73905995448, 0, 0, -467.560760744129, 0, -36.020371100241, -639.171595743431, 244.526300803115, 25.8563118941113, 9.76438185263057
1584000, 168.654234696777, 45.3719723642387, -327.684357202123, 0, 0, -461.323262322817, 0, -36.3416676451103, -611.323080109035, 253.44045877942, 22.8890907822888, 10.5067138528423
1608000, 151.621421858348, 38.7998480891696, -322.007252241305, 0, 0, -475.025726937177, 0, -36.5058173504431, -643.117526581407, 242.940915822391, 21.6308395885288, 10.1391504498532
1632000, 180.026257720205, 47.7213569512302, -312.968853768976, 0, 0, -442.641092455589, 0, -36.9074125741226, -564.769744127252, 261.315771110183, 19.8019908698935, 11.6185859523784
1656000, 174.544103260259, 50.3966789006202, -328.540296982502, 0, 0, -445.412267685026, 0, -33.2338323409871, -582.245614847636, 276.176026121533, 23.3412864228784, 12.0110925030211
1680000, 178.500964373497, 45.2225927148762, -320.313015113357, 0, 0, -454.49455720621, 0, -35.4813500747039, -586.565365305898, 272.190407911133, 18.8656347586721, 10.3138082391252
1704000, 177.796814071298, 49.7813134661371, -334.004134475061, 0, 0, -459.309227023907, 0, -37.4717932378701, -603.207027199403, 276.037589448697, 17.8104704991545, 8.89167690164094
1728000, 143.37469828083, 40.9911326888229, -326.751568196559, 0, 0, -477.465603340184, 0, -37.8269228170801, -657.67826338417, 230.041262057963, 15.5240416296334, 10.9718698201553
1752000, 155.470010356287, 44.9998386804077, -319.838922159855, 0, 0, -482.070644503231, 0, -34.9861067424887, -636.42582436888, 226.388005432866, 24.6934696001438, 9.62460181857242
1776000, 137.924940800386, 46.1229159474392, -333.466986410554, 0, 0, -467.838905259979, 0, -36.1524827138195, -653.410517636527, 234.351919632556, 22.1131291671182, 10.8263421101816
1800000, 135.568137263361, 34.1503419860725, -340.578700608675, 0, 0, -476.759899309068, 0, -35.5214425473811, -683.141563215691, 210.417873174468, 18.2845585578922, 10.8464274312916
1824000, 120.702000154718, 36.0995250378927, -344.353012925293, 0, 0, -497.563949365843, 0, -34.1724081727317, -719.287845271257, 200.689007559364, 15.5759870592022, 11.4960832969735
1848000, 112.114462386811, 34.4232202361682, -330.807208886889, 0, 0, -488.296502529521, 0, -37.5171412037166, -710.083169997147, 207.400855547895, 14.8700386677669, 9.94427021314457
1872000, 124.363045392822, 32.4144725503786, -345.220460993957, 0, 0, -484.402529358124, 0, -39.9495300682376, -712.795002477118, 194.804976030061, 13.9204140526835, 10.2669243218364
1896000, 132.068498514859, 33.1418767244045, -344.886888874621, 0, 0, -490.583993955134, 0, -38.1905931777795, -708.451100768271, 180.256624452175, 17.1384144393461, 9.4940245434504
1920000, 115.751678409782, 36.0972853364072, -347.441655765004, 0, 0, -486.552103825809, 0, -36.8074503264663, -718.95224617109, 217.440655722237, 16.6739456881742, 9.38717501764876
1944000, 118.573801918449, 34.7403263164807, -330.639291123949, 0, 0, -491.443728560117, 0, -38.9351985459404, -707.704089995077, 178.536089827582, 17.2987287735233, 10.5110181728308
1968000, 115.002752251796, 36.8108808817203, -344.137738073332, 0, 0, -493.258858766328, 0, -38.1353340169071, -723.718297723051, 170.313033365643, 15.0372732388869, 9.66583630339327
1992000, 148.025741090484, 35.4713927933705, -335.772678353956, 0, 0, -480.466437471475, 0, -37.3429914500422, -670.084973391619, 212.931212266988, 22.3237884114154, 11.2083858209409
2016000, 123.047627935193, 34.6121016925847, -338.440444300034, 0, 0, -476.231275580831, 0, -39.2545480011322, -696.26653825422, 221.200371934231, 17.2654748864227, 9.74723046021218
2040000, 124.146111959495, 33.8738013308361, -345.70625895245, 0, 0, -500.590798360458, 0, -39.9524923845265, -728.229636407103, 187.136948682425, 16.1646518453809, 10.7203546801761
2064000, 132.870748640816, 35.3563528089918, -337.405433667822, 0, 0, -503.89381967692, 0, -35.6798842264253, -708.75203612136, 206.427615139693, 21.7133697616421, 10.3833970271281
2088000, 125.434751323244, 28.8091210242606, -340.685906232337, 0, 0, -500.930662870268, 0, -36.5719885078008, -723.944685262901, 190.329071922793, 11.8228808778123, 9.18409397364345
2112000, 136.317850709564, 42.640712804489, -342.916551025963, 0, 0, -486.319288640961, 0, -38.600544015141, -688.877820168012, 196.455370165863, 23.3150575939346, 10.3650816677936
2136000, 139.373937674487, 36.3222323955964, -332.056447729162, 0, 0, -482.423434940139, 0, -37.8726972307112, -676.656409829929, 202.943125241832, 16.6993308073611, 10.627176019131
2160000, 129.678091398411, 44.1007579585385, -333.65249712753, 0, 0, -489.807858060431, 0, -35.7792468616911, -685.460752692703, 243.572649565361, 18.1356011263605, 11.3308164173372
2184000, 138.398032991621, 39.801184643675, -343.064255909585, 0, 0, -474.670817554662, 0, -36.5047011929768, -676.040557021928, 208.389429151987, 15.603192404695, 10.3669290105179
2208000, 138.672737295329, 45.816149465736, -341.118204465549, 0, 0, -479.413501729955, 0, -35.1586019313574, -671.201421365796, 221.650990773526, 20.1350492910672, 12.0383033383591
2232000, 150.723369979634, 42.7026842645646, -323.288646070472, 0, 0, -488.658524257623, 0, -36.7773277229444, -655.298443806841, 230.839651957605, 22.1399871082466, 10.007017667989
2256000, 138.232537272187, 44.6448446464802, -341.648592554258, 0, 0, -473.06676036717, 0, -39.4129165502929, -671.250887553054, 205.550165854733, 16.4050632245789, 11.1102714854021
2280000, 119.822100432876, 38.1756612598207, -348.796500893065, 0, 0, -483.100573647836, 0, -36.497514779654, -710.396827627858, 220.085498226738, 19.4593936144563, 11.2582306209909
2304000, 139.405280160516, 37.8097661362331, -333.941987257599, 0, 0, -487.077689885008, 0, -38.160877795082, -681.96550864094, 225.553062194869, 28.9794686869548, 10.7448513886651
2328000, 147.495850266088, 45.3111248679635, -326.670991876726, 0, 0, -478.454879755569, 0, -39.683118279016, -652.002014777259, 236.828716906636, 13.3393494298753, 8.9054376011145
2352000, 156.475213120886, 40.2578005854948, -330.732917869427, 0, 0, -472.476155747472, 0, -38.4324644785351, -644.908524389053, 212.763481924647, 22.6173621701621, 10.4936691097485
2376000, 143.748080305663, 45.3911665540435, -333.704339353439, 0, 0, -481.796414887929, 0, -36.0056461875508, -662.367153569212, 248.778939647118, 15.0959938202535, 9.80239598101673
2400000, 168.493778710814, 42.8064880033246, -338.964066985975, 0, 0, -484.509158519778, 0, -34.1981187089015, -646.371077500516, 250.848943086588, 21.5970665443915, 10.2927239091978
2424000, 138.761367716685, 44.8771782165984, -337.363524048084, 0, 0, -471.838960289887, 0, -36.204645209766, -661.768583614454, 247.028601079541, 16.3701276051769, 9.08784284053704
2448000, 143.699264546384, 41.4980739267826, -344.928439077965, 0, 0, -472.118518952581, 0, -37.3179382967832, -669.167557854163, 214.095070465545, 12.9997323271245, 9.52672888947519
2472000, 153.867967411602, 45.3228782975988, -322.647959739439, 0, 0, -479.312103899942, 0, -35.9594018553146, -638.728619785495, 208.111230084679, 15.4941731803738, 8.64366003462671
2496000, 132.481136719435, 24.8494504783001, -336.242251341349, 0, 0, -483.577264803344, 0, -36.6412371479707, -699.130166094929, 173.677965707153, 10.5281551776262, 11.167317788282
2520000, 132.747539143695, 39.7983451927064, -340.045343837375, 0, 0, -482.236864304725, 0, -35.1992492661729, -684.935573071871, 206.852620679224, 11.0220248863538, 11.6160841667274
2544000, 133.278811702008, 32.0646793424707, -337.769740461329, 0, 0, -482.021102745317, 0, -37.0191031228777, -691.466455285045, 220.761435995471, 18.3980086726098, 11.3159891937238
2568000, 119.23351262325, 38.0391429052422, -338.407128928679, 0, 0, -479.206583250558, 0, -33.7038957293858, -694.044952380131, 201.523757266546, 25.3307989708495, 13.3709706326625
2592000, 141.448982475256, 45.4260613545033, -341.629832192994, 0, 0, -473.52437074727, 0, -37.2673912936563, -665.546550404161, 212.471531850694, 13.6720412835829, 12.5474395049787
2616000, 128.310026851233, 37.5902170383838, -345.051262664354, 0, 0, -482.001214151055, 0, -35.5187952859044, -696.671028211697, 185.278854457503, 19.2910723150308, 9.76392733446684
2640000, 109.179479685037, 36.3772553984335, -340.443181962658, 0, 0, -481.747688522693, 0, -36.433523236596, -713.067658638476, 191.517939145981, 15.5444018157801, 8.49045372314423
2664000, 118.150653395412, 32.6399951966093, -341.214442374568, 0, 0, -480.100875935538, 0, -36.8647114806612, -707.389381198746, 182.927350588111, 16.7693262421627, 10.787980353208
2688000, 127.245683662922, 34.9086618202058, -339.647092585295, 0, 0, -487.111242719136, 0, -36.2257724970182, -700.829762318321, 199.336155690124, 16.467811195018, 9.08321326800164
2712000, 119.454155159451, 33.5139178758837, -335.49771674476, 0, 0, -480.735797351176, 0, -35.0073608106952, -698.272801871297, 205.649041497836, 14.8615141370323, 11.194483692667
2736000, 126.932904455313, 40.6186609649996, -338.732590542684, 0, 0, -487.95405271946, 0, -39.015878726715, -698.150956568546, 179.720957408338, 10.7632771312098, 9.97752764705897
2760000, 141.899616595287, 40.250257573549, -333.592681743386, 0, 0, -481.072029525558, 0, -39.3256650445658, -671.840502144674, 197.500121018423, 24.2299225374016, 10.2265170089427
2784000, 133.178092282087, 28.5172511342421, -340.354793468843, 0, 0, -474.091977281379, 0, -38.5694689586376, -691.320896292531, 214.707080492256, 23.8119849399327, 9.89614930130193
2808000, 136.170307907362, 36.4183906373346, -337.176223804385, 0, 0, -486.723134719256, 0, -35.95851435672, -687.269174335664, 197.974154579325, 16.6142294047351, 13.824817945418
2832000, 131.621313431874, 35.0127433961033, -332.829311509287, 0, 0, -482.703364733604, 0, -35.511852836904, -684.410472251818, 232.714349639665, 18.5448820586484, 9.42136484435699
2856000, 126.260280222554, 34.329019592566, -337.322217148155, 0, 0, -487.061509599216, 0, -35.6958723045209, -699.490299236772, 181.924218982552, 10.4848952968239, 10.9649041185449
2880000, 127.640627659678, 35.4101597675772, -351.28936831336, 0, 0, -492.99026583356, 0, -34.241202607663, -715.470049327328, 221.269593595219, 16.4560505799124, 12.0013934406177
2904000, 141.856701128434, 45.8252204823865, -332.838460590523, 0, 0, -493.821677434421, 0, -35.6756734189121, -674.653889833036, 212.326459934179, 14.2316565399429, 10.0128299296512
2928000, 147.523577409336, 38.2622034024216, -325.348635527155, 0, 0, -463.653031361546, 0, -39.5170591056512, -642.732945182595, 216.295033004762, 29.2652750476207, 10.5238346534763
2952000, 153.330780590231, 43.4857670638839, -331.550659069469, 0, 0, -468.230941333974, 0, -37.7978621184709, -640.762914867799, 230.549947927506, 33.825505359274, 10.7940696628877
2976000, 129.521564568332, 46.8441888774916, -344.107901562934, 0, 0, -498.081278865402, 0, -34.9488388283444, -700.772265810857, 235.082993833433, 24.8726808499314, 12.0815166032264
3000000, 136.686061084988, 43.0414863564537, -337.374477324171, 0, 0, -486.94564600226, 0, -36.2980970198792, -680.890672904868, 201.104449383812, 16.1319912283224, 10.9542373576214
3024000, 138.15783015104, 35.5027353902314, -338.116880894846, 0, 0, -488.146398404153, 0, -36.6340121498314, -689.236725907559, 213.743632202502, 20.3481244122138, 9.36780114441459
3048000, 120.35106026668, 35.3030887101592, -343.276429861685, 0, 0, -490.249544912917, 0, -37.8824742589931, -715.754300056756, 193.667424597866, 19.0519551806649, 9.13568196841178
3072000, 121.884577090348, 35.0080861198387, -345.099430482303, 0, 0, -493.289243909979, 0, -35.894185419711, -717.390196601806, 187.101468399257, 14.4212102503232, 9.53953971356352
3096000, 123.496036823861, 36.3596378340361, -344.380085604106, 0, 0, -487.223430630688, 0, -35.2095560048025, -706.957397581699, 191.285319528726, 15.3243499123255, 10.8937950401915
3120000, 133.489792722503, 37.9415105524115, -343.134213603085, 0, 0, -485.530430734177, 0, -37.2371528936129, -694.47049395596, 195.18471363404, 14.6438432605962, 10.3778434457419
3144000, 113.812998728339, 36.6243901858476, -356.503644644013, 0, 0, -485.022202772703, 0, -38.2181652024496, -729.306623704979, 174.550271108107, 23.0095486396393, 10.7745547219616
3168000, 119.339259005216, 35.778704277388, -329.365533853822, 0, 0, -493.348763059022, 0, -38.1438963818057, -705.740230012046, 192.801393309693, 19.4279883621836, 11.4014217199793
3192000, 137.822693458192, 42.5099250540036, -332.731671500703, 0, 0, -482.05859126164, 0, -36.8461329016829, -671.30377715183, 200.167503776136, 11.9555848312976, 9.10165080411569
3216000, 134.133776369902, 35.9617713791438, -338.873280914212, 0, 0, -482.57171397403, 0, -37.2053567063615, -688.554803845558, 193.022146939464, 17.1741999843974, 10.5468759967655
3240000, 117.5400641807, 33.9994180221101, -335.197396789875, 0, 0, -485.476902828771, 0, -34.6864439431781, -703.821261359014, 194.668040858618, 14.4836119697056, 10.0750782282753
3264000, 106.526600206953, 31.9554246198085, -328.888263641747, 0, 0, -492.955761710625, 0, -37.3663748196094, -720.72837534522, 187.14183506665, 16.2505087572737, 11.5340605034496
3288000, 127.253262709546, 38.8437814957425, -342.23863126026, 0, 0, -493.650201838928, 0, -35.662779297707, -705.454568191606, 207.608545217448, 20.4033847502105, 8.86212530233889
3312000, 134.379768155139, 45.6474659484837, -330.814062793729, 0, 0, -490.138444251589, 0, -38.10450206963, -679.029775011325, 208.616415435343, 18.7574760770748, 11.1417272554433
3336000, 122.577629040594, 37.8234094141393, -336.343321797509, 0, 0, -485.990026819324, 0, -37.7136796207276, -699.645989782827, 206.908347128311, 18.9163534098094, 9.74264709741065
3360000, 144.354465357912, 31.704079011918, -335.455618052294, 0, 0, -479.762312348696, 0, -30.6455734832147, -669.804959514375, 211.478526592048, 16.9426358899984, 11.6263470039021
3384000, 169.77860557098, 39.1416220848402, -325.952284252607, 0, 0, -452.958001253947, 0, -35.1805060445879, -605.170563895322, 259.071461587795, 20.7159381086456, 10.4181696111411
3408000, 172.555992298214, 40.1559768014928, -326.40685625571, 0, 0, -445.205169379524, 0, -35.907763346018, -594.807819881545, 255.085283740306, 22.4720571377767, 11.518684975495
3432000, 175.211636776809, 39.1693572378438, -332.799620065253, 0, 0, -461.294176361598, 0, -37.3353766027085, -617.048179014907, 256.359726022634, 20.5544952360618, 8.85920186781712
3456000, 181.269915643906, 52.2726018951959, -337.686044127817, 0, 0, -455.499910483426, 0, -31.3044143246077, -590.947851396749, 252.365775873938, 19.0820141914652, 10.9268508583447
3480000, 162.681929094326, 44.6020558391879, -330.900185565757, 0, 0, -469.744930310439, 0, -39.0813792069285, -632.442510149611, 259.890022793507, 17.5542389561125, 11.4289095007198
3504000, 141.411513255419, 42.5065396583621, -324.562426448587, 0, 0, -478.511514242375, 0, -37.2739440194342, -656.429831796615, 236.083800270679, 15.8839381738226, 10.3573350875151
3528000, 135.340906660385, 39.7480444996311, -335.283181279253, 0, 0, -469.799147357398, 0, -38.7561314826028, -668.749508959238, 226.873908157951, 16.9958323939779, 9.61628397414316
3552000, 165.810399424617, 40.5523658025244, -330.750031811544, 0, 0, -466.192041010447, 0, -38.2093332256746, -628.788640820524, 208.556594016209, 15.1156273510113, 11.6336831192938
3576000, 156.248365221054, 47.9234358983178, -344.487868263022, 0, 0, -461.121019959226, 0, -37.9846721669934, -639.42175926987, 235.993062717976, 12.499148839686, 10.9144228215454
3600000, 171.186398589361, 50.5347237144125, -316.682176669965, 0, 0, -458.82720549658, 0, -33.0471177626439, -586.835377625415, 230.421248270013, 22.2952205261747, 9.95880428561334
3624000, 201.518812752522, 57.2840487362312, -323.65831232862, 0, 0, -441.863981177536, 0, -35.1079752367774, -541.82740725418, 279.225616939356, 23.7329801138063, 11.3297248178673
3648000, 207.064603219223, 58.1686687679249, -306.150060933108, 0, 0, -436.9269748154, 0, -35.8509804494652, -513.694744210825, 326.023655491028, 30.0433637295451, 10.6203995883944
3672000, 202.780388918712, 50.2769057899016, -309.563756791012, 0, 0, -433.393526351068, 0, -38.5962331532007, -528.496221586667, 304.81975720756, 25.524949147161, 8.94324297039505
3696000, 199.868578687401, 58.4309439633659, -330.96408051035, 0, 0, -458.068697556023, 0, -32.0563999774932, -562.789655393099, 294.211108808731, 20.437371529097, 11.9993583220978
3720000, 195.101548625225, 61.0660694320302, -320.448506291067, 0, 0, -442.981723858549, 0, -36.3152698935711, -543.577881985932, 317.099186711263, 18.7929316350222, 9.52428454266158
