Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
664000 	236.323726	0.000000	49.521751	-119.601723	0.000000	0.000000	0.000000	-26.710406	-54.532712	0.000000	-79.792375	-31857.488661	0.000000	0.000000	0.000000	0.000000	-31852.280401
668000 	286.306095	0.000000	50.433953	-114.256094	0.000000	0.000000	0.000000	-32.323238	-53.914449	0.000000	-74.416598	-31442.489853	0.000000	0.000000	0.000000	0.000000	-31380.660184
668000 	286.306095	0.000000	50.433953	-114.256094	0.000000	0.000000	0.000000	-32.323238	-53.914449	0.000000	-74.416598	-31442.489853	0.000000	0.000000	0.000000	0.000000	-31380.660184
672000 	320.623020	0.000000	40.402924	-119.549978	0.000000	0.000000	0.000000	-32.560536	-55.258865	0.000000	-77.602460	-32008.739514	0.000000	0.000000	0.000000	0.000000	-31932.685411
672000 	320.623020	0.000000	40.402924	-119.549978	0.000000	0.000000	0.000000	-32.560536	-55.258865	0.000000	-77.602460	-32008.739514	0.000000	0.000000	0.000000	0.000000	-31932.685411
676000 	308.454648	0.000000	63.836940	-110.065919	0.000000	0.000000	0.000000	-28.717367	-55.572970	0.000000	-72.527789	-31555.018079	0.000000	0.000000	0.000000	0.000000	-31449.610534
676000 	308.454648	0.000000	63.836940	-110.065919	0.000000	0.000000	0.000000	-28.717367	-55.572970	0.000000	-72.527789	-31555.018079	0.000000	0.000000	0.000000	0.000000	-31449.610534
680000 	325.239632	0.000000	54.193524	-115.410023	0.000000	0.000000	0.000000	-17.948689	-54.809336	0.000000	-87.509738	-32445.321994	0.000000	0.000000	0.000000	0.000000	-32341.566624
680000 	325.239632	0.000000	54.193524	-115.410023	0.000000	0.000000	0.000000	-17.948689	-54.809336	0.000000	-87.509738	-32445.321994	0.000000	0.000000	0.000000	0.000000	-32341.566624
684000 	312.019803	0.000000	62.306456	-107.276395	0.000000	0.000000	0.000000	-25.459725	-55.529742	0.000000	-79.581120	-31990.924047	0.000000	0.000000	0.000000	0.000000	-31884.444769
684000 	312.019803	0.000000	62.306456	-107.276395	0.000000	0.000000	0.000000	-25.459725	-55.529742	0.000000	-79.581120	-31990.924047	0.000000	0.000000	0.000000	0.000000	-31884.444769
688000 	312.089958	0.000000	68.049369	-104.836006	0.000000	0.000000	0.000000	-23.603949	-56.096125	0.000000	-88.822092	-32583.312700	0.000000	0.000000	0.000000	0.000000	-32476.531544
688000 	312.089958	0.000000	68.049369	-104.836006	0.000000	0.000000	0.000000	-23.603949	-56.096125	0.000000	-88.822092	-32583.312700	0.000000	0.000000	0.000000	0.000000	-32476.531544
692000 	304.515217	0.000000	62.760321	-115.359254	0.000000	0.000000	0.000000	-19.533942	-54.700835	0.000000	-72.331484	-31668.476940	0.000000	0.000000	0.000000	0.000000	-31563.126916
692000 	304.515217	0.000000	62.760321	-115.359254	0.000000	0.000000	0.000000	-19.533942	-54.700835	0.000000	-72.331484	-31668.476940	0.000000	0.000000	0.000000	0.000000	-31563.126916
696000 	244.936789	0.000000	51.010612	-109.085160	0.000000	0.000000	0.000000	-19.386826	-55.421790	0.000000	-70.971387	-31840.156421	0.000000	0.000000	0.000000	0.000000	-31799.074185
696000 	244.936789	0.000000	51.010612	-109.085160	0.000000	0.000000	0.000000	-19.386826	-55.421790	0.000000	-70.971387	-31840.156421	0.000000	0.000000	0.000000	0.000000	-31799.074185
700000 	271.808382	0.000000	45.353202	-119.864716	0.000000	0.000000	0.000000	-9.940111	-55.526155	0.000000	-68.840030	-31882.919211	0.000000	0.000000	0.000000	0.000000	-31819.928638
700000 	271.808382	0.000000	45.353202	-119.864716	0.000000	0.000000	0.000000	-9.940111	-55.526155	0.000000	-68.840030	-31882.919211	0.000000	0.000000	0.000000	0.000000	-31819.928638
704000 	305.247477	0.000000	42.807851	-119.029205	0.000000	0.000000	0.000000	-9.243816	-54.967112	0.000000	-64.476727	-31577.362328	0.000000	0.000000	0.000000	0.000000	-31477.023860
704000 	305.247477	0.000000	42.807851	-119.029205	0.000000	0.000000	0.000000	-9.243816	-54.967112	0.000000	-64.476727	-31577.362328	0.000000	0.000000	0.000000	0.000000	-31477.023860
708000 	239.684962	0.000000	40.440864	-120.587385	0.000000	0.000000	0.000000	-15.032658	-55.679429	0.000000	-58.908561	-31264.542125	0.000000	0.000000	0.000000	0.000000	-31234.624333
708000 	239.684962	0.000000	40.440864	-120.587385	0.000000	0.000000	0.000000	-15.032658	-55.679429	0.000000	-58.908561	-31264.542125	0.000000	0.000000	0.000000	0.000000	-31234.624333
712000 	264.759425	0.000000	55.544546	-125.643772	0.000000	0.000000	0.000000	-26.590707	-55.351127	0.000000	-73.454281	-31656.566196	0.000000	0.000000	0.000000	0.000000	-31617.302112
712000 	264.759425	0.000000	55.544546	-125.643772	0.000000	0.000000	0.000000	-26.590707	-55.351127	0.000000	-73.454281	-31656.566196	0.000000	0.000000	0.000000	0.000000	-31617.302112
716000 	325.467777	0.000000	49.791238	-122.230776	0.000000	0.000000	0.000000	-17.577167	-53.949655	0.000000	-68.129142	-31876.505452	0.000000	0.000000	0.000000	0.000000	-31763.133177
716000 	325.467777	0.000000	49.791238	-122.230776	0.000000	0.000000	0.000000	-17.577167	-53.949655	0.000000	-68.129142	-31876.505452	0.000000	0.000000	0.000000	0.000000	-31763.133177
720000 	279.985736	0.000000	55.957682	-116.104458	0.000000	0.000000	0.000000	-20.235770	-55.979402	0.000000	-73.718336	-31435.849732	0.000000	0.000000	0.000000	0.000000	-31365.944280
720000 	279.985736	0.000000	55.957682	-116.104458	0.000000	0.000000	0.000000	-20.235770	-55.979402	0.000000	-73.718336	-31435.849732	0.000000	0.000000	0.000000	0.000000	-31365.944280
724000 	281.845073	0.000000	45.724087	-112.362766	0.000000	0.000000	0.000000	-26.312147	-55.537479	0.000000	-66.639065	-30777.756827	0.000000	0.000000	0.000000	0.000000	-30711.039125
724000 	281.845073	0.000000	45.724087	-112.362766	0.000000	0.000000	0.000000	-26.312147	-55.537479	0.000000	-66.639065	-30777.756827	0.000000	0.000000	0.000000	0.000000	-30711.039125
728000 	234.773578	0.000000	40.171784	-111.572233	0.000000	0.000000	0.000000	-16.258052	-54.632324	0.000000	-59.203515	-31513.475092	0.000000	0.000000	0.000000	0.000000	-31480.195855
728000 	234.773578	0.000000	40.171784	-111.572233	0.000000	0.000000	0.000000	-16.258052	-54.632324	0.000000	-59.203515	-31513.475092	0.000000	0.000000	0.000000	0.000000	-31480.195855
732000 	232.736563	0.000000	43.712086	-117.339135	0.000000	0.000000	0.000000	-15.278019	-54.977624	0.000000	-59.623777	-30993.620872	0.000000	0.000000	0.000000	0.000000	-30964.390777
732000 	232.736563	0.000000	43.712086	-117.339135	0.000000	0.000000	0.000000	-15.278019	-54.977624	0.000000	-59.623777	-30993.620872	0.000000	0.000000	0.000000	0.000000	-30964.390777
736000 	298.337934	0.000000	41.053006	-115.721167	0.000000	0.000000	0.000000	-22.309705	-54.732529	0.000000	-67.935078	-31297.681421	0.000000	0.000000	0.000000	0.000000	-31218.988960
736000 	298.337934	0.000000	41.053006	-115.721167	0.000000	0.000000	0.000000	-22.309705	-54.732529	0.000000	-67.935078	-31297.681421	0.000000	0.000000	0.000000	0.000000	-31218.988960
740000 	245.921943	0.000000	38.835717	-119.772047	0.000000	0.000000	0.000000	-18.357166	-55.753107	0.000000	-66.019416	-31199.165361	0.000000	0.000000	0.000000	0.000000	-31174.309437
740000 	245.921943	0.000000	38.835717	-119.772047	0.000000	0.000000	0.000000	-18.357166	-55.753107	0.000000	-66.019416	-31199.165361	0.000000	0.000000	0.000000	0.000000	-31174.309437
744000 	250.529195	0.000000	59.770507	-109.273639	0.000000	0.000000	0.000000	-20.672414	-54.891684	0.000000	-75.924387	-31823.282654	0.000000	0.000000	0.000000	0.000000	-31773.745076
744000 	250.529195	0.000000	59.770507	-109.273639	0.000000	0.000000	0.000000	-20.672414	-54.891684	0.000000	-75.924387	-31823.282654	0.000000	0.000000	0.000000	0.000000	-31773.745076
748000 	265.751116	0.000000	62.340215	-112.889000	0.000000	0.000000	0.000000	-20.772619	-54.854691	0.000000	-80.794629	-32273.818452	0.000000	0.000000	0.000000	0.000000	-32215.038059
748000 	265.751116	0.000000	62.340215	-112.889000	0.000000	0.000000	0.000000	-20.772619	-54.854691	0.000000	-80.794629	-32273.818452	0.000000	0.000000	0.000000	0.000000	-32215.038059
752000 	308.588866	0.000000	48.936573	-115.638119	0.000000	0.000000	0.000000	-18.617239	-56.604473	0.000000	-65.897922	-31730.837641	0.000000	0.000000	0.000000	0.000000	-31630.069954
752000 	308.588866	0.000000	48.936573	-115.638119	0.000000	0.000000	0.000000	-18.617239	-56.604473	0.000000	-65.897922	-31730.837641	0.000000	0.000000	0.000000	0.000000	-31630.069954
756000 	328.053636	0.000000	50.578849	-118.049018	0.000000	0.000000	0.000000	-20.147771	-55.523207	0.000000	-70.581648	-31208.174629	0.000000	0.000000	0.000000	0.000000	-31093.843788
756000 	328.053636	0.000000	50.578849	-118.049018	0.000000	0.000000	0.000000	-20.147771	-55.523207	0.000000	-70.581648	-31208.174629	0.000000	0.000000	0.000000	0.000000	-31093.843788
760000 	281.919596	0.000000	40.183697	-114.010744	0.000000	0.000000	0.000000	-23.809169	-54.759124	0.000000	-93.790022	-31360.492333	0.000000	0.000000	0.000000	0.000000	-31324.758099
760000 	281.919596	0.000000	40.183697	-114.010744	0.000000	0.000000	0.000000	-23.809169	-54.759124	0.000000	-93.790022	-31360.492333	0.000000	0.000000	0.000000	0.000000	-31324.758099
764000 	285.290486	0.000000	51.971897	-124.057923	0.000000	0.000000	0.000000	-19.900777	-55.663085	0.000000	-81.729987	-31753.933667	0.000000	0.000000	0.000000	0.000000	-31698.023055
764000 	285.290486	0.000000	51.971897	-124.057923	0.000000	0.000000	0.000000	-19.900777	-55.663085	0.000000	-81.729987	-31753.933667	0.000000	0.000000	0.000000	0.000000	-31698.023055
768000 	279.709974	0.000000	50.262212	-111.117404	0.000000	0.000000	0.000000	-25.559892	-56.030395	0.000000	-75.044892	-31256.199303	0.000000	0.000000	0.000000	0.000000	-31193.979701
768000 	279.709974	0.000000	50.262212	-111.117404	0.000000	0.000000	0.000000	-25.559892	-56.030395	0.000000	-75.044892	-31256.199303	0.000000	0.000000	0.000000	0.000000	-31193.979701
772000 	293.097626	0.000000	49.198659	-111.493274	0.000000	0.000000	0.000000	-24.410974	-56.030191	0.000000	-69.722400	-31400.635045	0.000000	0.000000	0.000000	0.000000	-31319.995599
772000 	293.097626	0.000000	49.198659	-111.493274	0.000000	0.000000	0.000000	-24.410974	-56.030191	0.000000	-69.722400	-31400.635045	0.000000	0.000000	0.000000	0.000000	-31319.995599
776000 	270.948128	0.000000	43.695998	-127.572594	0.000000	0.000000	0.000000	-25.868141	-55.547213	0.000000	-68.984912	-31822.349959	0.000000	0.000000	0.000000	0.000000	-31785.678693
776000 	270.948128	0.000000	43.695998	-127.572594	0.000000	0.000000	0.000000	-25.868141	-55.547213	0.000000	-68.984912	-31822.349959	0.000000	0.000000	0.000000	0.000000	-31785.678693
780000 	303.263768	0.000000	61.585935	-113.636791	0.000000	0.000000	0.000000	-24.061149	-56.200727	0.000000	-62.984556	-31529.584595	0.000000	0.000000	0.000000	0.000000	-31421.618114
780000 	303.263768	0.000000	61.585935	-113.636791	0.000000	0.000000	0.000000	-24.061149	-56.200727	0.000000	-62.984556	-31529.584595	0.000000	0.000000	0.000000	0.000000	-31421.618114
784000 	237.821721	0.000000	59.716266	-121.561158	0.000000	0.000000	0.000000	-13.913606	-55.976906	0.000000	-68.679534	-31879.352272	0.000000	0.000000	0.000000	0.000000	-31841.945488
784000 	237.821721	0.000000	59.716266	-121.561158	0.000000	0.000000	0.000000	-13.913606	-55.976906	0.000000	-68.679534	-31879.352272	0.000000	0.000000	0.000000	0.000000	-31841.945488
788000 	334.180343	0.000000	56.656773	-110.262914	0.000000	0.000000	0.000000	-21.788490	-53.829673	0.000000	-75.427338	-32385.821535	0.000000	0.000000	0.000000	0.000000	-32256.292835
788000 	334.180343	0.000000	56.656773	-110.262914	0.000000	0.000000	0.000000	-21.788490	-53.829673	0.000000	-75.427338	-32385.821535	0.000000	0.000000	0.000000	0.000000	-32256.292835
792000 	261.843139	0.000000	47.559564	-118.892745	0.000000	0.000000	0.000000	-19.627525	-57.257820	0.000000	-84.023150	-31943.131793	0.000000	0.000000	0.000000	0.000000	-31913.530330
792000 	261.843139	0.000000	47.559564	-118.892745	0.000000	0.000000	0.000000	-19.627525	-57.257820	0.000000	-84.023150	-31943.131793	0.000000	0.000000	0.000000	0.000000	-31913.530330
796000 	254.881928	0.000000	41.959024	-114.704613	0.000000	0.000000	0.000000	-16.384335	-56.292753	0.000000	-63.237360	-31993.895364	0.000000	0.000000	0.000000	0.000000	-31947.673471
796000 	254.881928	0.000000	41.959024	-114.704613	0.000000	0.000000	0.000000	-16.384335	-56.292753	0.000000	-63.237360	-31993.895364	0.000000	0.000000	0.000000	0.000000	-31947.673471
800000 	236.860188	0.000000	57.937984	-122.113650	0.000000	0.000000	0.000000	-22.516860	-55.178824	0.000000	-76.857894	-31884.081397	0.000000	0.000000	0.000000	0.000000	-31865.950452
800000 	236.860188	0.000000	57.937984	-122.113650	0.000000	0.000000	0.000000	-22.516860	-55.178824	0.000000	-76.857894	-31884.081397	0.000000	0.000000	0.000000	0.000000	-31865.950452
804000 	244.717031	0.000000	55.243551	-122.098469	0.000000	0.000000	0.000000	-16.239562	-54.970849	0.000000	-69.762030	-32282.603843	0.000000	0.000000	0.000000	0.000000	-32245.714173
804000 	244.717031	0.000000	55.243551	-122.098469	0.000000	0.000000	0.000000	-16.239562	-54.970849	0.000000	-69.762030	-32282.603843	0.000000	0.000000	0.000000	0.000000	-32245.714173
808000 	308.338758	0.000000	53.408327	-114.901232	0.000000	0.000000	0.000000	-19.810627	-55.997371	0.000000	-75.296058	-31978.137875	0.000000	0.000000	0.000000	0.000000	-31882.396079
808000 	308.338758	0.000000	53.408327	-114.901232	0.000000	0.000000	0.000000	-19.810627	-55.997371	0.000000	-75.296058	-31978.137875	0.000000	0.000000	0.000000	0.000000	-31882.396079
812000 	223.914136	0.000000	50.383287	-125.835182	0.000000	0.000000	0.000000	-24.114397	-55.633691	0.000000	-67.496829	-32030.519265	0.000000	0.000000	0.000000	0.000000	-32029.301942
812000 	223.914136	0.000000	50.383287	-125.835182	0.000000	0.000000	0.000000	-24.114397	-55.633691	0.000000	-67.496829	-32030.519265	0.000000	0.000000	0.000000	0.000000	-32029.301942
816000 	247.068948	0.000000	43.673733	-129.836050	0.000000	0.000000	0.000000	-24.628682	-55.372798	0.000000	-67.593714	-32071.733870	0.000000	0.000000	0.000000	0.000000	-32058.422434
816000 	247.068948	0.000000	43.673733	-129.836050	0.000000	0.000000	0.000000	-24.628682	-55.372798	0.000000	-67.593714	-32071.733870	0.000000	0.000000	0.000000	0.000000	-32058.422434
820000 	292.973455	0.000000	52.526237	-118.183904	0.000000	0.000000	0.000000	-14.928308	-55.325721	0.000000	-72.534692	-32392.489110	0.000000	0.000000	0.000000	0.000000	-32307.962044
820000 	292.973455	0.000000	52.526237	-118.183904	0.000000	0.000000	0.000000	-14.928308	-55.325721	0.000000	-72.534692	-32392.489110	0.000000	0.000000	0.000000	0.000000	-32307.962044
824000 	407.399524	0.000000	64.789263	-118.767745	0.000000	0.000000	0.000000	-15.217809	-55.832813	0.000000	-71.851568	-32341.856375	0.000000	0.000000	0.000000	0.000000	-32131.337523
824000 	407.399524	0.000000	64.789263	-118.767745	0.000000	0.000000	0.000000	-15.217809	-55.832813	0.000000	-71.851568	-32341.856375	0.000000	0.000000	0.000000	0.000000	-32131.337523
828000 	228.809654	0.000000	44.714945	-109.574809	0.000000	0.000000	0.000000	-14.497314	-54.486713	0.000000	-61.373333	-31744.316918	0.000000	0.000000	0.000000	0.000000	-31710.724488
828000 	228.809654	0.000000	44.714945	-109.574809	0.000000	0.000000	0.000000	-14.497314	-54.486713	0.000000	-61.373333	-31744.316918	0.000000	0.000000	0.000000	0.000000	-31710.724488
832000 	234.409039	0.000000	59.165437	-117.999727	0.000000	0.000000	0.000000	-21.631785	-55.621025	0.000000	-65.565470	-32091.314522	0.000000	0.000000	0.000000	0.000000	-32058.558052
832000 	234.409039	0.000000	59.165437	-117.999727	0.000000	0.000000	0.000000	-21.631785	-55.621025	0.000000	-65.565470	-32091.314522	0.000000	0.000000	0.000000	0.000000	-32058.558052
836000 	225.208492	0.000000	47.582045	-126.255496	0.000000	0.000000	0.000000	-23.950195	-55.871461	0.000000	-66.116575	-30993.411265	0.000000	0.000000	0.000000	0.000000	-30992.814456
836000 	225.208492	0.000000	47.582045	-126.255496	0.000000	0.000000	0.000000	-23.950195	-55.871461	0.000000	-66.116575	-30993.411265	0.000000	0.000000	0.000000	0.000000	-30992.814456
840000 	311.545756	0.000000	51.678238	-120.270003	0.000000	0.000000	0.000000	-16.505941	-55.666818	0.000000	-58.126889	-31016.974151	0.000000	0.000000	0.000000	0.000000	-30904.319807
840000 	311.545756	0.000000	51.678238	-120.270003	0.000000	0.000000	0.000000	-16.505941	-55.666818	0.000000	-58.126889	-31016.974151	0.000000	0.000000	0.000000	0.000000	-30904.319807
844000 	230.652862	0.000000	40.010990	-123.252764	0.000000	0.000000	0.000000	-13.863277	-56.175404	0.000000	-70.978573	-32413.609087	0.000000	0.000000	0.000000	0.000000	-32407.215252
844000 	230.652862	0.000000	40.010990	-123.252764	0.000000	0.000000	0.000000	-13.863277	-56.175404	0.000000	-70.978573	-32413.609087	0.000000	0.000000	0.000000	0.000000	-32407.215252
848000 	376.542434	0.000000	79.930484	-115.834394	0.000000	0.000000	0.000000	-16.334253	-54.364535	0.000000	-73.322944	-31441.683507	0.000000	0.000000	0.000000	0.000000	-31245.066715
848000 	376.542434	0.000000	79.930484	-115.834394	0.000000	0.000000	0.000000	-16.334253	-54.364535	0.000000	-73.322944	-31441.683507	0.000000	0.000000	0.000000	0.000000	-31245.066715
852000 	226.988139	0.000000	49.071773	-117.927290	0.000000	0.000000	0.000000	-23.412950	-54.618523	0.000000	-71.962821	-31269.280544	0.000000	0.000000	0.000000	0.000000	-31261.142217
852000 	226.988139	0.000000	49.071773	-117.927290	0.000000	0.000000	0.000000	-23.412950	-54.618523	0.000000	-71.962821	-31269.280544	0.000000	0.000000	0.000000	0.000000	-31261.142217
856000 	242.448435	0.000000	56.642342	-123.285999	0.000000	0.000000	0.000000	-21.861842	-55.355469	0.000000	-81.900206	-32150.129455	0.000000	0.000000	0.000000	0.000000	-32133.442194
856000 	242.448435	0.000000	56.642342	-123.285999	0.000000	0.000000	0.000000	-21.861842	-55.355469	0.000000	-81.900206	-32150.129455	0.000000	0.000000	0.000000	0.000000	-32133.442194
860000 	298.415278	0.000000	60.534681	-120.111560	0.000000	0.000000	0.000000	-18.924650	-54.240105	0.000000	-93.100743	-31859.608989	0.000000	0.000000	0.000000	0.000000	-31787.036087
860000 	298.415278	0.000000	60.534681	-120.111560	0.000000	0.000000	0.000000	-18.924650	-54.240105	0.000000	-93.100743	-31859.608989	0.000000	0.000000	0.000000	0.000000	-31787.036087
864000 	254.955389	0.000000	43.074533	-116.378244	0.000000	0.000000	0.000000	-8.910615	-54.579351	0.000000	-73.141614	-32124.631769	0.000000	0.000000	0.000000	0.000000	-32079.611671
864000 	254.955389	0.000000	43.074533	-116.378244	0.000000	0.000000	0.000000	-8.910615	-54.579351	0.000000	-73.141614	-32124.631769	0.000000	0.000000	0.000000	0.000000	-32079.611671
868000 	288.084245	0.000000	57.105344	-112.890142	0.000000	0.000000	0.000000	-27.620131	-55.706828	0.000000	-108.670041	-31520.578552	0.000000	0.000000	0.000000	0.000000	-31480.276104
868000 	288.084245	0.000000	57.105344	-112.890142	0.000000	0.000000	0.000000	-27.620131	-55.706828	0.000000	-108.670041	-31520.578552	0.000000	0.000000	0.000000	0.000000	-31480.276104
872000 	296.428376	0.000000	54.881319	-113.658693	0.000000	0.000000	0.000000	-29.131107	-54.179554	0.000000	-106.721717	-32407.292404	0.000000	0.000000	0.000000	0.000000	-32359.673779
872000 	296.428376	0.000000	54.881319	-113.658693	0.000000	0.000000	0.000000	-29.131107	-54.179554	0.000000	-106.721717	-32407.292404	0.000000	0.000000	0.000000	0.000000	-32359.673779
876000 	238.686054	0.000000	36.993928	-108.550159	0.000000	0.000000	0.000000	-29.836713	-56.748895	0.000000	-103.434314	-33136.384977	0.000000	0.000000	0.000000	0.000000	-33159.275075
876000 	238.686054	0.000000	36.993928	-108.550159	0.000000	0.000000	0.000000	-29.836713	-56.748895	0.000000	-103.434314	-33136.384977	0.000000	0.000000	0.000000	0.000000	-33159.275075
880000 	283.873555	0.000000	52.249363	-117.431643	0.000000	0.000000	0.000000	-30.431598	-55.485120	0.000000	-77.572256	-31969.765064	0.000000	0.000000	0.000000	0.000000	-31914.562763
880000 	283.873555	0.000000	52.249363	-117.431643	0.000000	0.000000	0.000000	-30.431598	-55.485120	0.000000	-77.572256	-31969.765064	0.000000	0.000000	0.000000	0.000000	-31914.562763
884000 	318.092168	0.000000	50.853186	-110.576068	0.000000	0.000000	0.000000	-30.860788	-56.006116	0.000000	-76.251142	-32190.239266	0.000000	0.000000	0.000000	0.000000	-32094.988024
884000 	318.092168	0.000000	50.853186	-110.576068	0.000000	0.000000	0.000000	-30.860788	-56.006116	0.000000	-76.251142	-32190.239266	0.000000	0.000000	0.000000	0.000000	-32094.988024
888000 	299.480472	0.000000	60.683212	-118.703325	0.000000	0.000000	0.000000	-32.229288	-56.799372	0.000000	-82.324779	-31299.895685	0.000000	0.000000	0.000000	0.000000	-31229.788765
888000 	299.480472	0.000000	60.683212	-118.703325	0.000000	0.000000	0.000000	-32.229288	-56.799372	0.000000	-82.324779	-31299.895685	0.000000	0.000000	0.000000	0.000000	-31229.788765
892000 	239.171205	0.000000	47.722538	-118.639320	0.000000	0.000000	0.000000	-30.539586	-56.071719	0.000000	-77.923497	-32049.615222	0.000000	0.000000	0.000000	0.000000	-32045.895602
892000 	239.171205	0.000000	47.722538	-118.639320	0.000000	0.000000	0.000000	-30.539586	-56.071719	0.000000	-77.923497	-32049.615222	0.000000	0.000000	0.000000	0.000000	-32045.895602
896000 	310.114039	0.000000	51.730477	-113.271750	0.000000	0.000000	0.000000	-30.136649	-55.747290	0.000000	-70.159941	-31953.914754	0.000000	0.000000	0.000000	0.000000	-31861.385868
896000 	310.114039	0.000000	51.730477	-113.271750	0.000000	0.000000	0.000000	-30.136649	-55.747290	0.000000	-70.159941	-31953.914754	0.000000	0.000000	0.000000	0.000000	-31861.385868
900000 	255.335058	0.000000	40.269511	-109.086543	0.000000	0.000000	0.000000	-31.909860	-54.400274	0.000000	-84.568073	-32106.746624	0.000000	0.000000	0.000000	0.000000	-32091.106804
900000 	255.335058	0.000000	40.269511	-109.086543	0.000000	0.000000	0.000000	-31.909860	-54.400274	0.000000	-84.568073	-32106.746624	0.000000	0.000000	0.000000	0.000000	-32091.106804
904000 	202.131923	0.000000	38.741333	-117.177823	0.000000	0.000000	0.000000	-30.096358	-54.044966	0.000000	-90.297913	-32523.704333	0.000000	0.000000	0.000000	0.000000	-32574.448138
904000 	202.131923	0.000000	38.741333	-117.177823	0.000000	0.000000	0.000000	-30.096358	-54.044966	0.000000	-90.297913	-32523.704333	0.000000	0.000000	0.000000	0.000000	-32574.448138
908000 	239.357775	0.000000	58.565815	-119.095213	0.000000	0.000000	0.000000	-27.534708	-54.883398	0.000000	-84.868303	-31979.105664	0.000000	0.000000	0.000000	0.000000	-31967.563695
908000 	239.357775	0.000000	58.565815	-119.095213	0.000000	0.000000	0.000000	-27.534708	-54.883398	0.000000	-84.868303	-31979.105664	0.000000	0.000000	0.000000	0.000000	-31967.563695
912000 	313.737489	0.000000	60.529946	-106.555515	0.000000	0.000000	0.000000	-25.149186	-53.826839	0.000000	-89.482957	-31814.787260	0.000000	0.000000	0.000000	0.000000	-31715.534323
912000 	313.737489	0.000000	60.529946	-106.555515	0.000000	0.000000	0.000000	-25.149186	-53.826839	0.000000	-89.482957	-31814.787260	0.000000	0.000000	0.000000	0.000000	-31715.534323
916000 	292.091717	0.000000	38.991383	-117.418018	0.000000	0.000000	0.000000	-27.497389	-55.267447	0.000000	-85.959103	-31765.437362	0.000000	0.000000	0.000000	0.000000	-31720.496220
916000 	292.091717	0.000000	38.991383	-117.418018	0.000000	0.000000	0.000000	-27.497389	-55.267447	0.000000	-85.959103	-31765.437362	0.000000	0.000000	0.000000	0.000000	-31720.496220
920000 	224.218062	0.000000	42.514034	-111.846534	0.000000	0.000000	0.000000	-26.898461	-56.160296	0.000000	-92.925842	-32152.338965	0.000000	0.000000	0.000000	0.000000	-32173.438002
920000 	224.218062	0.000000	42.514034	-111.846534	0.000000	0.000000	0.000000	-26.898461	-56.160296	0.000000	-92.925842	-32152.338965	0.000000	0.000000	0.000000	0.000000	-32173.438002
924000 	243.524671	0.000000	54.892165	-120.375886	0.000000	0.000000	0.000000	-24.718657	-53.670494	0.000000	-88.938047	-32714.651464	0.000000	0.000000	0.000000	0.000000	-32703.937712
924000 	243.524671	0.000000	54.892165	-120.375886	0.000000	0.000000	0.000000	-24.718657	-53.670494	0.000000	-88.938047	-32714.651464	0.000000	0.000000	0.000000	0.000000	-32703.937712
928000 	322.843898	0.000000	47.228037	-120.600174	0.000000	0.000000	0.000000	-26.481404	-55.877164	0.000000	-80.066899	-31978.377740	0.000000	0.000000	0.000000	0.000000	-31891.331446
928000 	322.843898	0.000000	47.228037	-120.600174	0.000000	0.000000	0.000000	-26.481404	-55.877164	0.000000	-80.066899	-31978.377740	0.000000	0.000000	0.000000	0.000000	-31891.331446
932000 	299.481346	0.000000	35.127282	-121.950349	0.000000	0.000000	0.000000	-29.071186	-56.113010	0.000000	-84.666010	-32287.060807	0.000000	0.000000	0.000000	0.000000	-32244.252734
932000 	299.481346	0.000000	35.127282	-121.950349	0.000000	0.000000	0.000000	-29.071186	-56.113010	0.000000	-84.666010	-32287.060807	0.000000	0.000000	0.000000	0.000000	-32244.252734
936000 	265.767447	0.000000	57.847155	-115.876792	0.000000	0.000000	0.000000	-21.290547	-55.291479	0.000000	-74.540053	-31592.154503	0.000000	0.000000	0.000000	0.000000	-31535.538772
936000 	265.767447	0.000000	57.847155	-115.876792	0.000000	0.000000	0.000000	-21.290547	-55.291479	0.000000	-74.540053	-31592.154503	0.000000	0.000000	0.000000	0.000000	-31535.538772
940000 	271.313090	0.000000	59.192929	-116.041849	0.000000	0.000000	0.000000	-27.176764	-55.701303	0.000000	-75.971282	-32096.225643	0.000000	0.000000	0.000000	0.000000	-32040.610822
940000 	271.313090	0.000000	59.192929	-116.041849	0.000000	0.000000	0.000000	-27.176764	-55.701303	0.000000	-75.971282	-32096.225643	0.000000	0.000000	0.000000	0.000000	-32040.610822
944000 	268.251108	0.000000	62.810553	-117.297257	0.000000	0.000000	0.000000	-29.548520	-55.304388	0.000000	-70.150343	-31392.328886	0.000000	0.000000	0.000000	0.000000	-31333.567733
944000 	268.251108	0.000000	62.810553	-117.297257	0.000000	0.000000	0.000000	-29.548520	-55.304388	0.000000	-70.150343	-31392.328886	0.000000	0.000000	0.000000	0.000000	-31333.567733
948000 	230.565208	0.000000	46.715965	-117.221935	0.000000	0.000000	0.000000	-27.085282	-56.049133	0.000000	-94.490376	-32418.350818	0.000000	0.000000	0.000000	0.000000	-32435.916370
948000 	230.565208	0.000000	46.715965	-117.221935	0.000000	0.000000	0.000000	-27.085282	-56.049133	0.000000	-94.490376	-32418.350818	0.000000	0.000000	0.000000	0.000000	-32435.916370
