Steps    Q        Rg       Non-additive Go term Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Total   
21       0.74     9.93     -68.39   314.92   -420.79  -81.94   -237.15  0.00     0.00     0.00     -14.17   0.00     0.00     -507.52 
22       0.75     9.92     -56.01   298.74   -407.94  -84.60   -241.82  0.00     0.00     0.00     -14.47   0.00     0.00     -506.11 
23       0.75     9.88     -52.18   304.92   -414.96  -83.03   -249.37  0.00     0.00     0.00     -16.88   -0.00    0.00     -511.50 
24       0.75     9.87     -44.60   320.05   -419.33  -85.68   -247.61  0.00     0.00     0.00     -18.20   0.00     0.00     -495.37 
25       0.74     9.84     -59.61   299.97   -422.08  -83.17   -245.43  0.00     0.00     0.00     -19.99   0.00     0.00     -530.31 
26       0.73     9.97     -73.57   314.05   -411.08  -88.70   -247.01  0.00     0.00     0.00     -20.70   -0.00    0.00     -527.01 
27       0.71     10.06    -51.72   314.84   -412.97  -85.92   -248.58  0.00     0.00     0.00     -19.68   -0.00    0.00     -504.04 
28       0.69     10.15    -25.88   364.50   -420.13  -83.72   -244.66  0.00     0.00     0.00     -19.39   -0.00    0.00     -429.29 
29       0.65     10.26    -20.01   325.96   -398.06  -80.08   -241.30  0.00     0.00     0.00     -16.20   -0.00    0.00     -429.69 
30       0.63     10.31    -22.46   339.26   -399.54  -84.49   -234.28  0.00     0.00     0.00     -13.80   -0.00    0.00     -415.32 
31       0.63     10.28    -23.38   305.19   -398.08  -84.34   -231.94  0.00     0.00     0.00     -14.49   -0.00    0.00     -447.03 
32       0.63     10.21    -21.58   337.22   -412.95  -87.36   -231.05  0.00     0.00     0.00     -15.64   -0.00    0.00     -431.35 
33       0.62     10.20    -19.50   332.45   -406.56  -82.15   -234.09  0.00     0.00     0.00     -18.04   -0.00    0.00     -427.89 
34       0.63     10.20    -21.27   311.84   -409.46  -78.08   -234.78  0.00     0.00     0.00     -18.82   -0.00    0.00     -450.57 
35       0.62     10.22    -21.54   329.86   -402.32  -80.60   -233.47  0.00     0.00     0.00     -18.68   -0.00    0.00     -426.75 
36       0.62     10.26    -28.63   349.86   -418.21  -87.66   -235.11  0.00     0.00     0.00     -17.43   -0.00    0.00     -437.18 
37       0.61     10.29    -33.44   355.00   -409.61  -87.41   -233.72  0.00     0.00     0.00     -18.64   -0.00    0.00     -427.84 
38       0.62     10.40    -27.74   353.34   -385.91  -80.78   -233.58  0.00     0.00     0.00     -16.75   -0.00    0.00     -391.43 
39       0.61     10.50    -24.93   312.90   -400.87  -81.58   -240.60  0.00     0.00     0.00     -15.35   -0.00    0.00     -450.44 
40       0.61     10.50    -37.77   340.73   -402.09  -80.77   -246.04  0.00     0.00     0.00     -17.25   -0.00    0.00     -443.19 
41       0.61     10.53    -25.63   323.27   -414.81  -79.17   -248.60  0.00     0.00     0.00     -20.32   -0.00    0.00     -465.25 
42       0.61     10.57    -20.85   350.01   -421.94  -79.52   -243.99  0.00     0.00     0.00     -20.29   -0.00    0.00     -436.58 
43       0.60     10.57    -19.59   350.11   -410.97  -83.43   -241.40  0.00     0.00     0.00     -15.70   -0.00    0.00     -420.98 
44       0.60     10.62    -23.53   314.91   -412.70  -82.20   -236.16  0.00     0.00     0.00     -17.52   -0.00    0.00     -457.20 
45       0.59     10.62    -23.13   314.46   -416.08  -81.60   -232.23  0.00     0.00     0.00     -16.74   -0.00    0.00     -455.34 
46       0.61     10.63    -22.36   318.27   -419.17  -82.43   -235.31  0.00     0.00     0.00     -17.36   0.00     0.00     -458.36 
47       0.62     10.63    -21.32   308.37   -418.78  -82.66   -239.33  0.00     0.00     0.00     -17.51   0.00     0.00     -471.22 
48       0.62     10.60    -21.66   349.07   -408.29  -81.99   -239.48  0.00     0.00     0.00     -16.99   0.00     0.00     -419.34 
49       0.62     10.56    -21.32   339.78   -416.89  -82.29   -242.21  0.00     0.00     0.00     -17.40   0.00     0.00     -440.32 
50       0.62     10.50    -22.86   330.61   -406.75  -81.61   -238.52  0.00     0.00     0.00     -16.78   0.00     0.00     -435.90 
51       0.61     10.49    -23.80   345.70   -405.65  -82.67   -242.01  0.00     0.00     0.00     -18.34   -0.00    0.00     -426.78 
52       0.61     10.42    -23.21   321.35   -410.18  -84.33   -237.94  0.00     0.00     0.00     -18.00   -0.00    0.00     -452.32 
53       0.59     10.42    -21.70   321.91   -397.91  -79.63   -233.71  0.00     0.00     0.00     -17.21   -0.00    0.00     -428.25 
54       0.58     10.40    -19.69   296.39   -416.65  -81.02   -232.94  0.00     0.00     0.00     -15.77   -0.00    0.00     -469.68 
55       0.56     10.33    -21.42   323.25   -419.75  -83.45   -227.18  0.00     0.00     0.00     -17.57   -0.00    0.00     -446.12 
56       0.55     10.33    -22.90   286.57   -422.31  -78.17   -225.11  0.00     0.00     0.00     -18.34   -0.00    0.00     -480.25 
57       0.53     10.34    -25.60   308.76   -419.74  -83.83   -220.59  0.00     0.00     0.00     -16.99   -0.00    0.00     -457.99 
58       0.53     10.31    -35.36   266.32   -401.04  -85.28   -219.10  0.00     0.00     0.00     -17.12   -0.00    0.00     -491.58 
59       0.52     10.28    -35.25   284.32   -416.39  -87.35   -223.44  0.00     0.00     0.00     -18.09   -0.00    0.00     -496.20 
60       0.52     10.28    -35.55   284.55   -411.03  -85.29   -226.94  0.00     0.00     0.00     -18.04   -0.00    0.00     -492.29 
61       0.52     10.28    -41.10   260.15   -426.44  -89.15   -233.92  0.00     0.00     0.00     -19.54   -0.00    0.00     -550.00 
62       0.52     10.33    -32.83   294.01   -422.90  -88.44   -237.06  0.00     0.00     0.00     -17.93   -0.00    0.00     -505.16 
63       0.52     10.38    -28.16   270.56   -435.47  -86.16   -240.48  0.00     0.00     0.00     -17.00   -0.00    0.00     -536.70 
64       0.52     10.42    -36.44   284.00   -423.74  -85.05   -237.19  0.00     0.00     0.00     -17.46   -0.00    0.00     -515.89 
65       0.52     10.46    -31.45   295.50   -432.32  -82.41   -232.19  0.00     0.00     0.00     -16.34   -0.00    0.00     -499.21 
66       0.52     10.49    -26.26   295.31   -425.59  -81.21   -231.29  0.00     0.00     0.00     -16.90   -0.00    0.00     -485.95 
67       0.52     10.51    -23.08   324.59   -428.26  -82.13   -230.48  0.00     0.00     0.00     -15.93   -0.00    0.00     -455.29 
68       0.53     10.45    -23.79   292.74   -411.99  -83.52   -236.02  0.00     0.00     0.00     -16.68   -0.00    0.00     -479.26 
69       0.55     10.31    -29.15   287.03   -407.56  -84.75   -238.06  0.00     0.00     0.00     -18.32   -0.00    0.00     -490.81 
70       0.55     10.27    -31.64   305.46   -417.28  -80.41   -241.85  0.00     0.00     0.00     -18.13   -0.00    0.00     -483.84 
71       0.55     10.24    -26.62   317.54   -427.67  -88.72   -240.96  0.00     0.00     0.00     -18.64   -0.00    0.00     -485.07 
72       0.55     10.23    -28.34   294.24   -426.11  -84.57   -242.91  0.00     0.00     0.00     -19.96   -0.00    0.00     -507.64 
73       0.56     10.23    -32.00   288.17   -416.12  -84.03   -242.78  0.00     0.00     0.00     -18.15   -0.00    0.00     -504.91 
74       0.55     10.18    -28.68   297.32   -416.83  -87.36   -238.47  0.00     0.00     0.00     -16.11   -0.00    0.00     -490.13 
75       0.56     10.14    -25.93   292.02   -398.10  -88.39   -241.86  0.00     0.00     0.00     -17.06   -0.00    0.00     -479.33 
76       0.55     10.11    -25.53   318.45   -424.91  -84.11   -243.13  0.00     0.00     0.00     -19.00   -0.00    0.00     -478.23 
77       0.55     10.15    -24.76   300.75   -408.36  -83.54   -238.74  0.00     0.00     0.00     -17.61   -0.00    0.00     -472.27 
78       0.54     10.23    -48.20   286.69   -410.01  -82.78   -238.04  0.00     0.00     0.00     -17.89   -0.00    0.00     -510.23 
79       0.54     10.31    -59.54   289.18   -390.78  -77.63   -238.11  0.00     0.00     0.00     -15.68   0.00     0.00     -492.56 
80       0.54     10.38    -48.35   312.30   -402.43  -80.08   -231.34  0.00     0.00     0.00     -16.12   0.00     0.00     -466.01 
81       0.53     10.47    -32.51   319.77   -384.35  -78.50   -227.81  0.00     0.00     0.00     -16.56   0.00     0.00     -419.97 
82       0.52     10.51    -32.02   330.28   -408.67  -77.07   -224.45  0.00     0.00     0.00     -16.65   0.00     0.00     -428.57 
83       0.52     10.49    -35.76   290.09   -406.88  -77.18   -220.87  0.00     0.00     0.00     -16.91   -0.00    0.00     -467.50 
84       0.51     10.50    -22.99   304.82   -403.98  -76.97   -221.88  0.00     0.00     0.00     -14.65   -0.00    0.00     -435.66 
85       0.51     10.49    -27.96   300.43   -401.58  -77.27   -226.51  0.00     0.00     0.00     -14.77   -0.00    0.00     -447.67 
86       0.51     10.48    -45.01   289.17   -404.09  -77.79   -231.65  0.00     0.00     0.00     -17.64   -0.00    0.00     -487.02 
87       0.52     10.49    -45.24   288.90   -390.71  -76.23   -237.39  0.00     0.00     0.00     -17.62   -0.00    0.00     -478.29 
88       0.52     10.53    -34.82   313.78   -399.30  -79.50   -238.84  0.00     0.00     0.00     -17.03   -0.00    0.00     -455.69 
89       0.52     10.55    -30.01   297.32   -405.47  -78.94   -237.50  0.00     0.00     0.00     -17.19   0.00     0.00     -471.79 
90       0.51     10.60    -21.42   288.65   -410.31  -75.11   -240.19  0.00     0.00     0.00     -17.12   -0.00    0.00     -475.50 
91       0.51     10.65    -24.69   310.01   -410.45  -76.06   -237.33  0.00     0.00     0.00     -16.30   -0.00    0.00     -454.82 
92       0.51     10.68    -26.68   283.62   -405.09  -77.57   -240.95  0.00     0.00     0.00     -19.14   0.00     0.00     -485.82 
93       0.50     10.70    -32.20   306.94   -397.19  -79.27   -240.20  0.00     0.00     0.00     -20.56   0.00     0.00     -462.48 
94       0.49     10.77    -25.40   295.97   -388.93  -77.46   -240.10  0.00     0.00     0.00     -16.23   0.00     0.00     -452.16 
95       0.49     10.79    -27.78   297.90   -411.05  -76.91   -239.30  0.00     0.00     0.00     -17.85   0.00     0.00     -474.98 
96       0.49     10.80    -37.46   277.94   -406.22  -78.85   -247.14  0.00     0.00     0.00     -18.87   0.00     0.00     -510.59 
97       0.50     10.75    -57.27   292.73   -401.00  -75.85   -247.69  0.00     0.00     0.00     -19.34   -0.00    0.00     -508.43 
98       0.50     10.71    -51.65   267.55   -412.09  -74.70   -245.44  0.00     0.00     0.00     -20.73   -0.00    0.00     -537.05 
99       0.50     10.66    -46.26   334.56   -418.58  -75.49   -242.52  0.00     0.00     0.00     -21.20   -0.00    0.00     -469.49 
100      0.51     10.65    -46.73   268.82   -415.34  -74.64   -241.98  0.00     0.00     0.00     -20.96   0.00     0.00     -530.83 
101      0.52     10.59    -69.68   283.92   -428.48  -71.37   -241.87  0.00     0.00     0.00     -20.00   -0.00    0.00     -547.49 
102      0.54     10.57    -69.33   298.58   -409.01  -70.13   -237.70  0.00     0.00     0.00     -19.65   -0.00    0.00     -507.25 
103      0.57     10.46    -52.11   312.35   -424.54  -77.34   -243.37  0.00     0.00     0.00     -19.63   -0.00    0.00     -504.64 
104      0.59     10.45    -45.14   266.54   -400.44  -77.14   -249.60  0.00     0.00     0.00     -18.12   -0.00    0.00     -523.91 
105      0.60     10.44    -48.16   294.89   -422.39  -73.11   -248.86  0.00     0.00     0.00     -17.75   -0.00    0.00     -515.38 
106      0.61     10.46    -52.85   268.17   -401.48  -70.66   -242.68  0.00     0.00     0.00     -16.48   -0.00    0.00     -515.98 
107      0.61     10.47    -54.34   279.31   -406.43  -72.66   -241.18  0.00     0.00     0.00     -15.93   0.00     0.00     -511.22 
108      0.62     10.48    -39.31   311.82   -401.03  -72.41   -236.05  0.00     0.00     0.00     -13.75   0.00     0.00     -450.73 
109      0.63     10.53    -51.92   326.62   -388.29  -75.71   -236.55  0.00     0.00     0.00     -14.22   0.00     0.00     -440.07 
110      0.63     10.63    -62.54   274.55   -382.85  -78.51   -237.11  0.00     0.00     0.00     -15.25   0.00     0.00     -501.70 
111      0.65     10.70    -58.29   291.25   -416.30  -73.13   -238.12  0.00     0.00     0.00     -14.74   0.00     0.00     -509.33 
112      0.65     10.73    -41.35   284.88   -421.96  -71.05   -244.83  0.00     0.00     0.00     -14.55   0.00     0.00     -508.86 
113      0.66     10.78    -68.57   281.29   -424.24  -69.23   -253.02  0.00     0.00     0.00     -17.49   0.00     0.00     -551.26 
114      0.64     10.79    -68.62   279.51   -423.56  -75.46   -247.16  0.00     0.00     0.00     -17.45   0.00     0.00     -552.73 
115      0.64     10.80    -69.90   248.65   -425.61  -74.43   -245.93  0.00     0.00     0.00     -16.61   0.00     0.00     -583.83 
116      0.63     10.82    -71.10   291.15   -413.16  -76.63   -241.22  0.00     0.00     0.00     -16.67   0.00     0.00     -527.62 
117      0.64     10.80    -67.91   246.17   -428.07  -76.35   -244.42  0.00     0.00     0.00     -17.18   0.00     0.00     -587.76 
118      0.64     10.79    -59.12   292.83   -425.21  -73.49   -243.50  0.00     0.00     0.00     -17.74   0.00     0.00     -526.23 
119      0.65     10.75    -58.53   246.23   -421.64  -76.57   -249.24  0.00     0.00     0.00     -17.90   0.00     0.00     -577.65 
120      0.66     10.73    -60.76   269.64   -419.34  -75.94   -253.53  0.00     0.00     0.00     -17.61   0.00     0.00     -557.54 
121      0.67     10.68    -60.31   241.77   -420.14  -80.09   -254.72  0.00     0.00     0.00     -17.78   0.00     0.00     -591.27 
122      0.67     10.64    -51.86   255.73   -405.51  -78.80   -251.90  0.00     0.00     0.00     -18.43   0.00     0.00     -550.77 
123      0.68     10.57    -67.97   268.54   -406.17  -77.05   -250.57  0.00     0.00     0.00     -17.86   -0.00    0.00     -551.07 
124      0.69     10.52    -63.81   243.16   -413.32  -71.99   -250.53  0.00     0.00     0.00     -18.73   0.00     0.00     -575.23 
125      0.71     10.45    -70.35   246.02   -423.77  -77.56   -256.99  0.00     0.00     0.00     -19.90   0.00     0.00     -602.53 
126      0.72     10.39    -59.00   226.88   -421.63  -75.68   -258.26  0.00     0.00     0.00     -18.35   -0.00    0.00     -606.05 
127      0.73     10.34    -61.42   231.49   -401.24  -74.60   -254.73  0.00     0.00     0.00     -17.25   0.00     0.00     -577.75 
128      0.74     10.28    -58.54   231.60   -408.67  -80.28   -255.53  0.00     0.00     0.00     -19.06   0.00     0.00     -590.48 
129      0.74     10.29    -63.13   236.08   -413.15  -81.42   -256.10  0.00     0.00     0.00     -17.68   -0.00    0.00     -595.40 
130      0.73     10.25    -58.51   256.33   -416.75  -82.37   -258.28  0.00     0.00     0.00     -18.58   -0.00    0.00     -578.16 
131      0.73     10.21    -42.05   243.88   -411.65  -83.32   -256.53  0.00     0.00     0.00     -18.75   -0.00    0.00     -568.42 
132      0.73     10.25    -44.85   239.54   -417.78  -80.09   -256.29  0.00     0.00     0.00     -19.93   -0.00    0.00     -579.40 
133      0.72     10.30    -63.36   238.25   -429.37  -77.58   -256.40  0.00     0.00     0.00     -18.34   -0.00    0.00     -606.80 
134      0.71     10.34    -59.08   231.54   -422.58  -76.92   -258.71  0.00     0.00     0.00     -18.13   -0.00    0.00     -603.88 
135      0.71     10.37    -36.40   254.17   -424.32  -77.61   -251.76  0.00     0.00     0.00     -16.08   -0.00    0.00     -552.01 
136      0.73     10.35    -33.58   255.36   -413.07  -77.66   -252.62  0.00     0.00     0.00     -18.21   -0.00    0.00     -539.79 
137      0.74     10.35    -43.48   246.92   -420.65  -70.72   -253.95  0.00     0.00     0.00     -17.88   -0.00    0.00     -559.76 
138      0.76     10.34    -55.34   270.86   -410.66  -71.53   -258.33  0.00     0.00     0.00     -19.05   -0.00    0.00     -544.06 
139      0.75     10.34    -61.40   258.31   -414.18  -70.41   -258.65  0.00     0.00     0.00     -17.64   -0.00    0.00     -563.98 
140      0.76     10.30    -59.73   288.89   -423.69  -71.42   -263.07  0.00     0.00     0.00     -17.96   0.00     0.00     -546.98 
141      0.76     10.31    -69.24   249.85   -414.10  -70.19   -263.41  0.00     0.00     0.00     -18.14   -0.00    0.00     -585.23 
142      0.76     10.30    -70.90   260.43   -424.19  -73.04   -266.81  0.00     0.00     0.00     -20.40   -0.00    0.00     -594.91 
143      0.76     10.28    -66.85   257.07   -426.87  -71.75   -265.85  0.00     0.00     0.00     -20.65   -0.00    0.00     -594.90 
144      0.76     10.27    -67.59   250.12   -426.98  -72.57   -256.68  0.00     0.00     0.00     -19.90   0.00     0.00     -593.61 
145      0.75     10.23    -58.59   241.50   -420.54  -75.83   -253.06  0.00     0.00     0.00     -19.75   -0.00    0.00     -586.27 
146      0.75     10.25    -69.62   280.50   -423.90  -77.38   -252.60  0.00     0.00     0.00     -19.70   0.00     0.00     -562.70 
147      0.75     10.33    -57.67   259.85   -423.17  -77.37   -259.75  0.00     0.00     0.00     -17.76   0.00     0.00     -575.88 
148      0.76     10.34    -71.62   221.38   -422.41  -78.43   -262.46  0.00     0.00     0.00     -16.30   0.00     0.00     -629.84 
149      0.74     10.34    -57.72   245.52   -426.77  -77.86   -254.73  0.00     0.00     0.00     -16.91   0.00     0.00     -588.46 
150      0.74     10.34    -65.93   247.42   -425.58  -78.46   -255.28  0.00     0.00     0.00     -15.98   0.00     0.00     -593.80 
151      0.74     10.29    -65.03   262.31   -422.53  -81.99   -259.84  0.00     0.00     0.00     -19.40   0.00     0.00     -586.47 
152      0.73     10.30    -51.28   250.21   -418.10  -74.89   -255.93  0.00     0.00     0.00     -18.98   -0.00    0.00     -568.97 
153      0.73     10.29    -40.37   230.97   -424.55  -80.20   -251.68  0.00     0.00     0.00     -19.27   0.00     0.00     -585.10 
154      0.73     10.28    -54.27   237.70   -416.30  -81.09   -249.32  0.00     0.00     0.00     -19.44   0.00     0.00     -582.73 
155      0.73     10.28    -69.32   253.37   -414.37  -75.71   -251.27  0.00     0.00     0.00     -21.01   0.00     0.00     -578.31 
156      0.74     10.24    -71.53   251.14   -414.06  -82.09   -246.88  0.00     0.00     0.00     -19.14   0.00     0.00     -582.55 
157      0.75     10.22    -72.87   238.01   -420.00  -79.11   -256.02  0.00     0.00     0.00     -21.07   0.00     0.00     -611.06 
158      0.76     10.24    -53.97   220.63   -425.59  -79.80   -262.60  0.00     0.00     0.00     -20.83   0.00     0.00     -622.16 
159      0.77     10.26    -40.89   237.20   -420.42  -82.07   -264.64  0.00     0.00     0.00     -19.90   0.00     0.00     -590.73 
160      0.77     10.33    -52.56   222.58   -414.12  -80.83   -262.04  0.00     0.00     0.00     -20.05   0.00     0.00     -607.02 
161      0.76     10.41    -51.80   217.48   -417.73  -83.42   -260.83  0.00     0.00     0.00     -19.27   0.00     0.00     -615.57 
162      0.74     10.49    -68.54   212.33   -424.67  -85.36   -262.22  0.00     0.00     0.00     -17.79   0.00     0.00     -646.25 
163      0.73     10.53    -71.39   223.32   -423.08  -84.84   -260.96  0.00     0.00     0.00     -17.55   0.00     0.00     -634.51 
164      0.72     10.55    -60.01   212.80   -430.37  -82.34   -257.57  0.00     0.00     0.00     -18.78   0.00     0.00     -636.26 
165      0.71     10.57    -57.35   211.70   -419.04  -81.95   -258.75  0.00     0.00     0.00     -19.21   0.00     0.00     -624.60 
166      0.70     10.57    -55.00   211.21   -438.64  -82.40   -255.04  0.00     0.00     0.00     -19.95   0.00     0.00     -639.82 
167      0.69     10.54    -68.69   232.41   -440.94  -85.00   -253.36  0.00     0.00     0.00     -19.49   0.00     0.00     -635.06 
168      0.68     10.55    -70.43   214.01   -438.79  -83.16   -253.25  0.00     0.00     0.00     -18.10   0.00     0.00     -649.73 
169      0.68     10.56    -69.38   231.12   -444.35  -82.23   -256.47  0.00     0.00     0.00     -18.42   0.00     0.00     -639.72 
170      0.69     10.52    -61.47   228.77   -439.45  -80.14   -258.87  0.00     0.00     0.00     -20.05   0.00     0.00     -631.20 
171      0.70     10.45    -32.02   232.55   -441.03  -84.61   -257.09  0.00     0.00     0.00     -18.88   0.00     0.00     -601.07 
172      0.72     10.33    -25.01   211.02   -432.04  -88.28   -258.55  0.00     0.00     0.00     -19.92   0.00     0.00     -612.77 
173      0.72     10.24    -24.13   217.10   -429.96  -87.64   -256.40  0.00     0.00     0.00     -21.21   0.00     0.00     -602.23 
174      0.72     10.20    -23.05   216.68   -440.75  -86.01   -252.59  0.00     0.00     0.00     -20.38   0.00     0.00     -606.10 
175      0.73     10.15    -22.93   231.88   -439.39  -88.12   -252.51  0.00     0.00     0.00     -20.17   0.00     0.00     -591.25 
176      0.73     10.16    -23.38   218.34   -433.66  -88.09   -255.85  0.00     0.00     0.00     -18.52   0.00     0.00     -601.14 
177      0.73     10.19    -22.82   237.16   -440.44  -87.01   -256.22  0.00     0.00     0.00     -18.21   0.00     0.00     -587.54 
178      0.73     10.22    -21.93   244.70   -432.52  -90.37   -253.51  0.00     0.00     0.00     -17.54   0.00     0.00     -571.16 
179      0.73     10.28    -19.78   246.00   -430.85  -88.10   -247.86  0.00     0.00     0.00     -16.55   0.00     0.00     -557.14 
180      0.73     10.31    -22.02   229.12   -433.56  -85.87   -246.85  0.00     0.00     0.00     -16.66   0.00     0.00     -575.83 
181      0.73     10.35    -21.21   258.45   -437.35  -86.36   -241.69  0.00     0.00     0.00     -16.49   0.00     0.00     -544.65 
182      0.73     10.41    -21.93   237.47   -435.53  -84.57   -248.26  0.00     0.00     0.00     -18.13   0.00     0.00     -570.95 
183      0.73     10.43    -23.26   232.67   -429.54  -82.64   -250.65  0.00     0.00     0.00     -19.83   0.00     0.00     -573.26 
184      0.73     10.46    -22.38   227.05   -428.35  -80.59   -251.72  0.00     0.00     0.00     -19.78   0.00     0.00     -575.78 
185      0.72     10.48    -21.99   234.34   -431.01  -82.04   -250.94  0.00     0.00     0.00     -18.47   0.00     0.00     -570.11 
186      0.72     10.47    -21.61   235.62   -429.36  -79.78   -247.26  0.00     0.00     0.00     -18.93   0.00     0.00     -561.31 
187      0.72     10.41    -22.97   202.29   -421.35  -82.38   -250.18  0.00     0.00     0.00     -18.57   0.00     0.00     -593.15 
188      0.72     10.36    -23.19   243.27   -431.34  -83.99   -250.06  0.00     0.00     0.00     -19.89   0.00     0.00     -565.19 
189      0.71     10.36    -21.04   234.67   -425.80  -82.49   -249.58  0.00     0.00     0.00     -20.64   0.00     0.00     -564.87 
190      0.70     10.33    -20.63   236.66   -430.59  -81.86   -249.68  0.00     0.00     0.00     -19.15   0.00     0.00     -565.25 
191      0.70     10.34    -20.42   220.14   -428.99  -80.50   -250.22  0.00     0.00     0.00     -21.52   0.00     0.00     -581.53 
192      0.70     10.35    -20.31   238.72   -432.39  -81.27   -251.99  0.00     0.00     0.00     -19.72   0.00     0.00     -566.97 
193      0.70     10.40    -22.98   226.43   -429.11  -80.26   -257.22  0.00     0.00     0.00     -20.04   0.00     0.00     -583.17 
194      0.70     10.39    -23.67   227.40   -433.39  -79.60   -259.16  0.00     0.00     0.00     -21.34   0.00     0.00     -589.76 
195      0.70     10.47    -25.42   203.40   -432.42  -79.24   -259.12  0.00     0.00     0.00     -17.97   0.00     0.00     -610.76 
196      0.69     10.52    -30.21   226.69   -426.55  -79.66   -256.99  0.00     0.00     0.00     -18.91   0.00     0.00     -585.63 
197      0.68     10.57    -28.37   201.01   -423.39  -78.74   -252.27  0.00     0.00     0.00     -18.49   0.00     0.00     -600.26 
198      0.67     10.60    -25.12   217.66   -425.08  -79.29   -250.93  0.00     0.00     0.00     -19.62   0.00     0.00     -582.38 
199      0.66     10.65    -23.91   221.93   -408.37  -79.32   -248.52  0.00     0.00     0.00     -18.81   0.00     0.00     -557.00 
200      0.67     10.65    -39.39   232.91   -427.05  -78.87   -252.28  0.00     0.00     0.00     -17.90   0.00     0.00     -582.57 
201      0.68     10.60    -50.74   211.76   -418.28  -80.45   -256.83  0.00     0.00     0.00     -17.54   0.00     0.00     -612.08 
202      0.70     10.55    -68.67   202.98   -422.13  -80.12   -258.93  0.00     0.00     0.00     -19.78   0.00     0.00     -646.66 
203      0.71     10.49    -69.94   213.84   -421.00  -81.78   -259.39  0.00     0.00     0.00     -19.17   0.00     0.00     -637.43 
204      0.71     10.49    -69.06   197.03   -423.72  -79.92   -259.31  0.00     0.00     0.00     -20.33   0.00     0.00     -655.31 
205      0.71     10.50    -73.74   200.40   -416.89  -80.11   -260.10  0.00     0.00     0.00     -21.28   0.00     0.00     -651.72 
206      0.72     10.45    -72.68   213.33   -426.84  -81.12   -256.79  0.00     0.00     0.00     -21.06   0.00     0.00     -645.18 
207      0.72     10.42    -71.77   206.23   -423.58  -85.73   -252.93  0.00     0.00     0.00     -19.16   0.00     0.00     -646.94 
208      0.72     10.35    -72.42   224.95   -426.82  -85.11   -254.78  0.00     0.00     0.00     -20.50   0.00     0.00     -634.69 
209      0.72     10.32    -73.32   202.22   -425.77  -87.26   -253.25  0.00     0.00     0.00     -18.72   0.00     0.00     -656.09 
210      0.72     10.33    -72.92   234.83   -428.04  -88.98   -251.36  0.00     0.00     0.00     -17.92   0.00     0.00     -624.37 
